Time(min),Input00,Input01,Input10,Input11,Input00std,Input01std,Input10std,Input11std
450,0.500816757,0.500816757,0.500816757,0.500816757,0.01,0.01,0.01,0.01
460,0.493179536,0.493179536,0.493179536,0.493179536,0.01,0.01,0.01,0.01
470,0.48565878,0.48565878,0.48565878,0.48565878,0.01,0.01,0.01,0.01
480,0.478252712,0.478252712,0.478252712,0.478252712,0.01,0.01,0.01,0.01
490,0.470959583,0.470959583,0.470959583,0.470959583,0.01,0.01,0.01,0.01
500,0.463777671,0.463777671,0.463777671,0.463777671,0.01,0.01,0.01,0.01
510,0.456705279,0.456705279,0.456705279,0.456705279,0.01,0.01,0.01,0.01
520,0.449740738,0.449740738,0.449740738,0.449740738,0.01,0.01,0.01,0.01
530,0.442882403,0.442882403,0.442882403,0.442882403,0.01,0.01,0.01,0.01
540,0.436128655,0.436128655,0.436128655,0.436128655,0.01,0.01,0.01,0.01
550,0.429477897,0.429477897,0.429477897,0.429477897,0.01,0.01,0.01,0.01
560,0.422928561,0.422928561,0.422928561,0.422928561,0.01,0.01,0.01,0.01
570,0.416479099,0.416479099,0.416479099,0.416479099,0.01,0.01,0.01,0.01
580,0.410127989,0.410127989,0.410127989,0.410127989,0.01,0.01,0.01,0.01
590,0.40387373,0.40387373,0.40387373,0.40387373,0.01,0.01,0.01,0.01
600,0.397714845,0.397714845,0.397714845,0.397714845,0.01,0.01,0.01,0.01
610,0.391649881,0.391649881,0.391649881,0.391649881,0.01,0.01,0.01,0.01
620,0.385677404,0.385677404,0.385677404,0.385677404,0.01,0.01,0.01,0.01
630,0.379796005,0.379796005,0.379796005,0.379796005,0.01,0.01,0.01,0.01
640,0.374004294,0.374004294,0.374004294,0.374004294,0.01,0.01,0.01,0.01
650,0.368300904,0.368300904,0.368300904,0.368300904,0.01,0.01,0.01,0.01
660,0.362684489,0.362684489,0.362684489,0.362684489,0.01,0.01,0.01,0.01
670,0.357153721,0.357153721,0.357153721,0.357153721,0.01,0.01,0.01,0.01
680,0.351707294,0.351707294,0.351707294,0.351707294,0.01,0.01,0.01,0.01
690,0.346343923,0.346343923,0.346343923,0.346343923,0.01,0.01,0.01,0.01
700,0.341062341,0.341062341,0.341062341,0.341062341,0.01,0.01,0.01,0.01
710,0.335861301,0.335861301,0.335861301,0.335861301,0.01,0.01,0.01,0.01
720,0.330739574,0.330739574,0.330739574,0.330739574,0.01,0.01,0.01,0.01
